CarID,ModelID,Engine_Size,Fuel_Type,Year_of_Manufacturing,Mileage,Price,DealerName
C12968,12,1.0,Hybrid,1984,203670,678,Nelson-Miller
C12969,8,2.2,Petrol,2017,32638,81080,Turner-Walton
C12970,15,2.0,Diesel,1997,80407,4745,Johnson-Wilkinson
C12972,12,1.0,Hybrid,1997,178748,2006,Allen-Jones
C12981,14,1.8,Diesel,2001,136158,5735,Miller-Hoover
C12982,6,1.6,Petrol,2015,63749,21015,Brown Group
C12987,15,1.6,Petrol,1991,137580,1767,Macdonald Inc
C12989,14,1.4,Diesel,2015,66157,21465,Turner-Walton
C12991,5,1.8,Diesel,2012,88712,16312,"Walker, Baxter and Daniel"
C12994,11,1.8,Hybrid,1997,176329,4199,"Perez, Gordon and Thomas"
C12995,4,1.0,Petrol,2011,40271,10261,Johnson and Sons
C12996,11,2.0,Hybrid,2012,94859,22947,Guzman-Logan
C13001,14,1.6,Diesel,1992,179454,2073,Perez Group
C13005,11,2.2,Hybrid,1996,181010,4172,Brewer-Sosa
C13006,10,1.8,Hybrid,2017,41083,36918,Johnson-Wilkinson
C13014,6,2.0,Diesel,2001,136384,5712,"Black, Black and Bishop"
C13020,5,1.4,Diesel,1997,147400,3380,"Bailey, Grant and Carter"
C13023,13,1.8,Petrol,2002,111566,5669,Brewer-Sosa
C13024,6,1.4,Diesel,2005,106486,7856,"Wagner, Cobb and Jenkins"
C13025,6,2.0,Diesel,2006,162849,6422,Carr-Shaw
C13033,5,1.0,Diesel,1999,94545,4902,Smith LLC
C13034,1,4.4,Petrol,2002,56718,30788,Vasquez-Murphy
C13035,15,2.0,Petrol,2011,78683,11629,"Perez, Gordon and Thomas"
C13036,14,1.6,Diesel,1997,214022,2137,Perez Group
C13040,4,1.2,Petrol,2005,37194,7674,Villa and Sons
C13041,12,1.4,Petrol,2003,104220,5367,Peterson-Ewing
C13042,11,1.8,Petrol,2002,129529,7172,Ingram-Mitchell
C13048,13,2.0,Diesel,2005,101532,8257,Turner-Walton
C13049,5,1.0,Petrol,1992,130372,2234,Gonzales-Morales
C13054,6,1.8,Diesel,2002,116252,6776,Ingram-Mitchell
C13059,6,1.4,Diesel,2002,87607,7376,Brewer-Sosa
C13060,15,1.6,Petrol,2016,66547,15754,"Brooks, Thomas and Davis"
C13062,12,1.2,Petrol,1997,179338,1822,Little-Mcconnell
C13063,15,1.6,Diesel,2020,16363,29210,"Bailey, Grant and Carter"
C13067,4,1.4,Petrol,2016,36055,17375,Lucas PLC
C13070,5,1.8,Petrol,2015,60192,23021,Smith-Houston
C13076,7,4.0,Petrol,1993,190921,3853,Brown Inc
C13078,15,1.2,Petrol,2002,80299,4889,Collins and Sons
C13083,13,1.4,Diesel,2014,46156,18300,Warner-Payne
C13085,12,1.0,Petrol,1995,166749,1620,Carr-Shaw
C13095,6,1.8,Diesel,1988,279954,641,Hancock PLC
C13096,5,2.0,Diesel,2003,142032,6295,Smith Ltd
C13098,10,1.4,Hybrid,2012,115558,14012,Guzman-Logan
C13099,10,1.0,Hybrid,1991,150537,2214,"Wagner, Cobb and Jenkins"
C13100,13,1.4,Diesel,1992,236695,936,Adams-Kelly
C13105,5,1.4,Diesel,1990,278811,659,"Hawkins, Stark and Campos"
C13109,1,4.0,Petrol,2015,55934,70185,Adams-Kelly
C13115,8,2.2,Petrol,2004,62908,28276,Little-Mcconnell
C13119,15,2.0,Petrol,2003,111746,5375,Carr-Shaw
C13121,3,2.2,Petrol,2018,24974,42450,Perez Group
C13125,12,1.2,Petrol,2017,55926,17627,Johnson and Sons
C13126,11,2.2,Hybrid,1999,129491,7792,Wilcox LLC
C13127,2,2.0,Diesel,1985,122380,2566,"Perez, Gordon and Thomas"
C13130,11,2.4,Hybrid,1990,38481,8412,Villa and Sons
C13131,2,2.0,Petrol,2002,149537,6116,Brewer-Sosa
C13132,4,1.0,Petrol,1998,194543,1346,"Walker, Baxter and Daniel"
C13140,6,1.6,Diesel,2002,160119,4501,"Proctor, Villarreal and Hurley"
C13151,10,1.0,Hybrid,2007,119017,8264,Lucas PLC
C13152,5,1.8,Petrol,1998,140400,4129,Macdonald Inc
C13153,4,1.2,Petrol,1993,147713,1570,"Bailey, Grant and Carter"
C13154,15,2.0,Petrol,2015,73538,15725,"Carlson, Whitaker and Barrett"
C13155,5,1.0,Diesel,2013,61800,15605,Turner-Walton
C13161,15,1.2,Petrol,2014,22035,15655,Miller-Hoover
C13168,6,1.6,Diesel,2003,88986,8347,Richard-George
C13169,14,1.8,Diesel,2005,162969,6016,Mclean-Miller
C13173,3,2.2,Petrol,1998,131157,5423,"Simmons, Fields and Wolf"
C13175,10,1.4,Hybrid,2012,58954,20873,Miller-Hoover
C13178,11,2.2,Hybrid,2018,22617,57065,Carr-Shaw
C13180,14,1.4,Diesel,2014,55867,21465,Adams-Kelly
C13183,13,1.4,Diesel,1993,114062,2827,Brown Group
C13193,13,2.0,Petrol,2000,131236,4493,Macdonald Inc
C13198,4,1.4,Petrol,1993,175359,1347,"Brooks, Thomas and Davis"
C13204,14,1.6,Diesel,1986,270119,613,Brewer-Sosa
C13206,15,2.0,Petrol,1997,118620,3419,Miller-Hoover
C13207,10,1.0,Hybrid,2018,34221,30636,"Kramer, Alvarez and Davis"
C13215,11,1.8,Petrol,2006,40585,17420,Sandoval Group
C13227,4,1.4,Petrol,2001,95314,4329,Day LLC
C13237,1,5.0,Petrol,2008,125068,30114,Johnson and Sons
C13239,14,1.4,Diesel,1985,293331,431,"Wagner, Cobb and Jenkins"
C13243,5,1.6,Hybrid,2004,88529,10324,Lucas PLC
C13248,4,1.4,Petrol,2017,51193,16941,Little-Mcconnell
C13250,6,1.6,Diesel,2020,15412,41102,Brown Inc
C13252,13,1.2,Diesel,1992,296321,496,Miller-Hoover
C13253,4,1.0,Petrol,2020,17622,21283,"Davis, Guerrero and Vasquez"
C13254,3,2.0,Petrol,1990,186270,1920,Aguilar LLC
C13255,13,1.8,Petrol,2009,133243,7646,Wilson and Sons
C13257,10,1.4,Hybrid,2012,111490,14450,Aguilar LLC
C13259,4,1.0,Petrol,2003,165484,2410,"Wagner, Cobb and Jenkins"
C13260,10,1.0,Hybrid,2010,82740,13165,Little-Mcconnell
C13264,6,1.6,Diesel,1998,165955,3283,Miller-Hoover
C13268,5,1.6,Petrol,2004,152796,5252,Vasquez-Murphy
C13269,14,2.0,Diesel,2016,35479,33211,Schroeder and Sons
C13273,4,1.4,Petrol,2010,145745,5354,Guzman-Logan
C13279,11,2.0,Hybrid,1988,198466,2005,Allen-Jones
C13283,3,2.0,Petrol,1996,200003,2541,Cruz-Castro
C13290,5,1.6,Diesel,1995,126017,3750,Smith LLC
C13291,2,2.4,Diesel,2006,121025,11519,Warner-Payne
C13294,9,3.0,Diesel,2006,95333,21276,Wilcox LLC
C13295,9,3.5,Diesel,2017,22335,76426,Smith-Houston
C13296,6,1.4,Diesel,1996,153408,2983,Lucas PLC
C13298,5,1.8,Petrol,1994,124097,3597,Smith-Houston
C13299,14,1.6,Diesel,2011,15506,23819,Vasquez-Murphy
C13300,14,1.8,Diesel,2012,79545,18206,Sandoval Group
C13302,12,1.4,Hybrid,2013,69155,16054,Wilcox LLC
C13308,15,1.2,Petrol,2015,16419,17257,Macdonald Inc
C13311,11,2.0,Hybrid,1991,200726,2400,"Wagner, Cobb and Jenkins"
C13313,10,1.8,Hybrid,2021,12109,56790,Gonzales-Morales
C13315,8,3.0,Petrol,2005,81856,31067,"Bailey, Grant and Carter"
C13316,12,1.4,Petrol,1985,265756,406,"Proctor, Villarreal and Hurley"
C13322,15,1.0,Petrol,2007,127168,4408,"Walker, Baxter and Daniel"
C13326,10,1.8,Hybrid,1990,256340,1094,Macdonald Inc
C13327,3,3.0,Petrol,2017,54767,38804,"Hawkins, Stark and Campos"
C13329,5,1.8,Petrol,2007,157617,6538,Ingram-Mitchell
C13338,1,4.0,Petrol,2001,81946,23212,Collins and Sons
C13343,1,4.0,Petrol,2012,86071,46955,Richard-George
C13346,11,1.8,Hybrid,2016,42399,40273,Day LLC
C13353,4,1.4,Petrol,1998,168909,1985,Mclean-Miller
C13357,15,2.0,Petrol,2019,19360,28625,Collins and Sons
C13361,14,2.0,Diesel,2013,74550,21227,Villa and Sons
C13364,6,1.4,Diesel,2016,39414,25694,Perez Group
C13366,15,2.0,Petrol,1994,166165,1909,Perez Group
C13368,6,1.8,Diesel,2018,37722,33627,"Proctor, Villarreal and Hurley"
C13371,10,1.0,Hybrid,1998,106895,4970,Perez Group
C13372,6,2.0,Hybrid,2008,121305,11716,Aguilar LLC
C13374,12,1.2,Petrol,2016,27798,19538,"Brooks, Thomas and Davis"
C13376,7,4.0,Petrol,2014,62292,42270,Smith-Houston
C13378,5,1.0,Petrol,2018,39942,23774,Cruz-Castro
C13390,4,1.0,Diesel,2007,152986,3666,"Hawkins, Stark and Campos"
C13392,12,1.4,Hybrid,1995,137879,2915,Guzman-Logan
C13397,14,2.0,Diesel,2014,42820,27820,Aguilar LLC
C13399,6,2.0,Diesel,1991,148722,2655,Guzman-Logan
C13400,10,1.8,Hybrid,2004,90225,11232,Richard-George
C13401,13,1.4,Diesel,2007,120881,6824,Wilcox LLC
C13414,2,2.4,Diesel,2000,125944,7433,"Davis, Guerrero and Vasquez"
C13421,11,1.8,Hybrid,2005,35644,20138,Gonzales-Morales
C13425,15,1.0,Petrol,2018,26024,18246,Smith-Houston
C13427,11,2.0,Hybrid,2011,92643,21812,"Davis, Guerrero and Vasquez"
C13432,13,2.0,Petrol,2002,89647,7015,Schroeder and Sons
C13434,13,1.2,Petrol,2018,30698,23096,Nelson-Miller
C13439,10,1.0,Hybrid,2005,44481,12112,Johnson-Wilkinson
C13444,5,2.0,Hybrid,2004,108640,9971,Sandoval Group
C13452,13,1.4,Petrol,2020,19603,30341,"Kramer, Alvarez and Davis"
C13453,13,1.4,Petrol,2005,136284,5041,Wilcox LLC
C13459,10,1.4,Hybrid,2005,170700,5634,Gonzales-Morales
C13460,12,1.4,Hybrid,2017,31387,26519,Brown Group
C13463,6,1.8,Hybrid,1991,219422,1565,Vasquez-Murphy
C13465,2,3.0,Diesel,2006,68238,18827,Turner-Walton
C13467,6,1.8,Diesel,1999,120608,5366,"Davis, Guerrero and Vasquez"
C13469,5,2.0,Petrol,1985,203839,1069,"Proctor, Villarreal and Hurley"
C13470,11,1.8,Petrol,2018,40134,38874,Richard-George
C13472,13,1.4,Hybrid,2014,62790,18825,"Proctor, Villarreal and Hurley"
C13474,6,1.8,Diesel,2018,33651,34442,Smith-Houston
C13476,13,1.4,Petrol,1997,167911,2281,"Kramer, Alvarez and Davis"
C13478,13,2.0,Petrol,2011,65911,15040,Vasquez-Murphy
C13479,2,2.0,Diesel,2006,56036,16642,Day LLC
C13481,5,1.0,Diesel,1993,241978,959,Guzman-Logan
C13485,12,1.4,Petrol,2004,86993,6497,Villa and Sons
C13487,12,1.4,Petrol,1994,169318,1755,Lucas PLC
C13489,15,1.6,Petrol,2010,83485,9412,Vasquez-Murphy
C13497,4,1.2,Petrol,1998,24180,5187,Allen-Jones
C13498,3,2.4,Petrol,1993,28026,8231,Brown Inc
C13502,2,2.0,Diesel,2020,23800,51325,Smith Ltd
C13505,2,2.4,Diesel,1999,136756,6385,"Wagner, Cobb and Jenkins"
C13506,11,1.8,Hybrid,2008,82645,18181,Warner-Payne
C13507,2,2.0,Diesel,2015,49348,31627,"Kramer, Alvarez and Davis"
C13512,9,2.6,Petrol,2014,44134,45240,Smith-Houston
C13518,5,1.4,Petrol,2020,8116,38409,Gonzales-Morales
C13520,15,1.6,Diesel,2011,96687,9618,"Proctor, Villarreal and Hurley"
C13530,4,1.0,Petrol,2012,60180,9689,Anderson-Rivas
C13535,1,4.0,Petrol,1991,219482,3904,Miller-Hoover
C13539,11,2.2,Hybrid,2001,105667,10681,Vasquez-Murphy
C13540,4,1.2,Petrol,1986,229537,484,Brewer-Sosa
C13543,12,1.4,Hybrid,2014,64107,17743,Vasquez-Murphy
C13553,6,2.0,Diesel,2003,100120,8613,Little-Mcconnell
C13557,5,1.0,Petrol,2001,197142,2330,"Kramer, Alvarez and Davis"
C13558,12,1.2,Hybrid,1985,202369,804,Schroeder and Sons
C13562,15,1.4,Petrol,1989,192705,911,Schroeder and Sons
C13572,3,3.0,Petrol,2018,46402,43701,"Kramer, Alvarez and Davis"
C13574,15,1.4,Petrol,2012,92609,9432,Wilcox LLC
C13578,6,2.0,Petrol,2019,24376,38974,Carr-Shaw
C13580,6,1.6,Diesel,2019,29997,35453,Mclean-Miller
C13582,15,2.0,Petrol,2004,106900,5958,Johnson-Turner
C13586,7,2.0,Petrol,2002,131487,8142,Johnson and Sons
C13587,5,1.6,Petrol,2004,142205,5724,Mclean-Miller
C13589,4,1.4,Petrol,1992,177857,1233,Ingram-Mitchell
C13592,10,1.4,Hybrid,1995,254931,1365,Wilson and Sons
C13596,12,1.0,Hybrid,2002,81157,6006,Turner-Walton
C13598,15,1.2,Petrol,1992,214183,852,Peterson-Ewing
C13601,13,2.0,Petrol,2021,13445,40078,"Carlson, Whitaker and Barrett"
C13603,15,1.0,Petrol,2021,15296,23644,Cruz-Castro
C13605,14,1.4,Petrol,1990,198132,1374,Ingram-Mitchell
C13607,5,1.4,Petrol,2005,77797,9271,"Black, Black and Bishop"
C13609,12,1.2,Petrol,2016,53757,16718,"Wagner, Cobb and Jenkins"
C13610,10,1.4,Hybrid,2007,98111,11432,Smith LLC
C13611,11,2.0,Hybrid,1996,198592,3414,"Brooks, Thomas and Davis"
C13612,6,1.4,Hybrid,2008,97823,11688,Johnson-Turner
C13615,11,2.2,Hybrid,1989,83350,5635,Peterson-Ewing
C13619,11,1.8,Hybrid,1997,76151,9131,Allen-Jones
C13620,4,1.2,Petrol,1997,134715,2276,Lucas PLC
C13621,14,1.6,Diesel,2015,53349,24923,Day LLC
C13624,13,2.0,Petrol,1998,228362,1715,"Perez, Gordon and Thomas"
C13625,10,1.4,Hybrid,1989,235879,1090,Allen-Jones
C13626,6,1.8,Diesel,2004,101645,8637,Smith-Houston
C13632,13,1.6,Petrol,2004,95881,6856,Johnson and Sons
C13633,8,2.2,Petrol,2010,51539,45362,"Kramer, Alvarez and Davis"
C13638,5,2.0,Diesel,2005,124494,8264,Brewer-Sosa
C13642,13,1.8,Petrol,1995,179912,2044,Wilson and Sons
C13644,10,1.8,Hybrid,2000,97070,8190,Warner-Payne
C13646,6,2.0,Diesel,2011,69973,18134,"Walker, Baxter and Daniel"
C13650,15,1.4,Petrol,1993,195165,1165,Collins and Sons
C13651,3,3.0,Petrol,1992,189395,2616,Ingram-Mitchell
C13652,5,2.0,Petrol,2008,96803,11836,Peterson-Ewing
C13654,7,2.0,Petrol,1992,66179,6721,Collins and Sons
C13656,6,1.4,Diesel,2010,80212,13239,Carr-Shaw
C13657,15,1.2,Petrol,1988,313750,258,Brown Inc
C13658,9,4.0,Petrol,2002,101919,17081,Macdonald Inc
C13659,13,1.4,Petrol,1997,212877,1543,Lucas PLC
C13660,11,2.0,Hybrid,2005,91508,14740,Mclean-Miller
C13661,11,2.4,Hybrid,2017,41611,49947,"Proctor, Villarreal and Hurley"
C13662,14,1.8,Diesel,2008,133616,9332,Smith LLC
C13665,12,1.2,Petrol,1995,88227,3272,Wilson and Sons
C13671,5,2.0,Petrol,2022,3778,53640,Ingram-Mitchell
C13672,14,1.8,Diesel,2006,37358,15998,"Kramer, Alvarez and Davis"
C13675,5,2.0,Petrol,2001,92299,7667,Wilcox LLC
C13677,5,1.4,Diesel,2009,121414,9245,"Simmons, Fields and Wolf"
C13684,10,1.0,Hybrid,1998,153047,3460,Wilcox LLC
C13686,14,1.6,Diesel,2003,109591,7588,Smith LLC
C13688,12,1.4,Hybrid,2007,106085,8293,"Brooks, Thomas and Davis"
C13695,6,1.6,Diesel,1987,180442,1394,Ingram-Mitchell
C13696,15,1.4,Petrol,1988,230260,610,Sandoval Group
C13701,5,2.0,Diesel,2010,39499,20765,Wilcox LLC
C13702,11,2.0,Hybrid,2016,40786,42866,"Brooks, Thomas and Davis"
C13703,14,1.4,Diesel,2003,61922,9916,Turner-Walton
C13706,12,1.0,Petrol,1989,221849,671,Brewer-Sosa
C13710,6,1.4,Diesel,2016,30659,27049,"Simmons, Fields and Wolf"
C13714,11,2.4,Hybrid,1988,361155,478,Miller-Hoover
C13718,15,1.0,Diesel,1989,151861,1143,Cruz-Castro
C13722,8,3.5,Petrol,2014,44680,77936,Smith Ltd
C13724,6,1.8,Diesel,2018,37660,33640,Nelson-Miller
C13730,13,1.6,Petrol,2008,77690,10175,Johnson-Turner
C13733,11,1.8,Hybrid,1995,280284,1435,Little-Mcconnell
C13735,15,1.4,Petrol,2022,2464,31978,"Walker, Baxter and Daniel"
C13745,15,2.0,Petrol,2010,105926,8953,Johnson-Turner
C13746,4,1.4,Petrol,1994,202596,1136,Adams-Kelly
C13748,14,1.6,Diesel,2021,6838,48566,Smith Ltd
C13749,1,4.4,Petrol,2018,25583,107878,Peterson-Ewing
C13753,11,1.8,Hybrid,2015,48428,36312,Johnson-Turner
C13756,3,2.4,Petrol,2000,113021,7445,Turner-Walton
C13758,4,1.2,Petrol,2013,67781,10795,Guzman-Logan
C13759,13,2.0,Diesel,2008,14775,17563,"Bailey, Grant and Carter"
C13760,12,1.4,Petrol,1998,241952,1204,Nelson-Miller
C13763,12,1.0,Hybrid,2013,49522,15397,"Carlson, Whitaker and Barrett"
C13775,12,1.0,Petrol,2014,25707,15795,Allen-Jones
C13792,12,1.0,Petrol,2004,168225,2915,Gonzales-Morales
C13794,15,2.0,Petrol,1992,154013,1848,Perez Group
C13798,10,1.4,Hybrid,2004,140567,6759,Turner-Walton
C13801,15,2.0,Petrol,2007,133785,5918,Ingram-Mitchell
C13803,11,2.2,Petrol,1993,256745,1442,Adams-Kelly
C13811,15,1.6,Petrol,2018,27270,22918,Johnson and Sons
C13815,7,2.4,Petrol,2015,48020,38316,Collins and Sons
C13817,10,1.4,Hybrid,2014,19208,30228,Mclean-Miller
C13820,6,1.8,Petrol,2014,67893,20291,Johnson-Turner
C13823,4,1.2,Petrol,1993,254066,617,Johnson-Wilkinson
C13827,5,1.8,Petrol,2005,127003,7322,"Proctor, Villarreal and Hurley"
C13833,4,1.0,Petrol,2000,125146,2736,Brown Inc
C13836,11,1.8,Hybrid,2004,139435,9090,Cruz-Castro
C13842,10,1.0,Hybrid,1989,231011,963,Gonzales-Morales
C13848,8,3.5,Petrol,2006,138152,23529,Sandoval Group
C13853,8,2.2,Petrol,1998,205233,6204,Johnson-Wilkinson
C13858,14,2.0,Petrol,1999,132039,5206,Adams-Kelly
C13859,15,1.4,Diesel,2000,144360,2995,Peterson-Ewing
C13863,5,1.0,Petrol,2004,91071,6680,Peterson-Ewing
C13864,13,1.2,Petrol,2010,67196,10806,Wilson and Sons
C13868,12,1.0,Petrol,2019,14167,23488,Carr-Shaw
C13872,15,1.0,Petrol,1991,268546,442,Gonzales-Morales
C13877,13,2.0,Diesel,2005,84032,9360,Perez Group
C13884,12,1.2,Hybrid,1998,221709,1609,Little-Mcconnell
C13890,4,1.0,Petrol,2002,165983,2245,Mclean-Miller
C13898,12,1.2,Hybrid,1997,214748,1602,Perez Group
C13903,15,1.0,Petrol,1999,167406,1864,Aguilar LLC
C13905,13,1.8,Petrol,1996,148815,2835,Perez Group
C13906,4,1.0,Petrol,2004,108435,4058,Gonzales-Morales
C13907,4,1.0,Diesel,2005,185678,2434,Miller-Hoover
C13910,13,2.0,Hybrid,2004,89164,9652,Perez Group
C13912,4,1.2,Petrol,1987,261207,387,"Walker, Baxter and Daniel"
C13913,9,3.5,Petrol,2013,20661,56268,Peterson-Ewing
C13915,4,1.4,Petrol,2011,49670,11464,Aguilar LLC
C13921,14,1.4,Diesel,2012,85654,15388,Brewer-Sosa
C13923,4,1.0,Petrol,2015,42971,13181,Cruz-Castro
C13925,9,2.6,Petrol,2016,36675,54057,Villa and Sons
C13927,10,1.4,Hybrid,1994,152703,3144,Hancock PLC
C13928,3,2.2,Petrol,2013,64676,23875,"Perez, Gordon and Thomas"
C13934,11,2.2,Hybrid,2008,99592,17811,Vasquez-Murphy
C13942,13,1.4,Petrol,1999,51374,6207,Wilson and Sons
C13944,8,3.0,Petrol,2003,140257,17536,Smith LLC
C13947,4,1.2,Petrol,2018,22887,19821,Gonzales-Morales
C13950,6,1.8,Diesel,2012,74819,17799,Turner-Walton
C13957,15,1.4,Petrol,2009,104271,7094,Brown Group
C13959,15,1.0,Petrol,2020,18589,21728,Sandoval Group
C13964,13,1.8,Petrol,2017,29564,26636,Ingram-Mitchell
C13965,15,1.4,Diesel,1999,106801,3753,Nelson-Miller
C13967,12,1.4,Petrol,2005,70460,7780,Wilcox LLC
C13971,11,2.2,Hybrid,1994,247314,2019,"Davis, Guerrero and Vasquez"
C13973,12,1.4,Petrol,2001,145902,3398,"Simmons, Fields and Wolf"
C13977,6,2.0,Diesel,2010,112057,12570,Brown Group
C13981,11,2.2,Hybrid,1999,193732,4564,Little-Mcconnell
C13984,5,2.0,Petrol,2000,155450,4400,"Bailey, Grant and Carter"
C13989,14,1.4,Petrol,2010,130893,9151,Hancock PLC
C13990,13,1.4,Petrol,2006,100992,7061,Aguilar LLC
C13994,4,1.4,Petrol,1997,171394,1819,"Kramer, Alvarez and Davis"
C13996,13,1.8,Diesel,2001,36903,9222,Warner-Payne
C13997,5,1.4,Petrol,2001,177197,3277,Brown Group
C13998,5,1.0,Petrol,2004,85687,6939,Brewer-Sosa
C14000,12,1.2,Petrol,2020,17224,27054,Villa and Sons
C14001,9,4.0,Diesel,1996,85907,13489,Sandoval Group
C14002,13,1.4,Diesel,1996,149726,2606,Perez Group
C14006,9,3.5,Petrol,2004,91574,19678,Aguilar LLC
C14007,15,1.2,Petrol,2003,110072,4216,"Simmons, Fields and Wolf"
C14010,13,1.4,Diesel,2010,112189,8906,Smith-Houston
C14014,11,2.2,Hybrid,1996,228036,2752,Adams-Kelly
C14015,9,3.0,Petrol,2015,52888,49206,"Bailey, Grant and Carter"
C14019,12,1.4,Petrol,2018,23207,24745,Carr-Shaw
C14020,1,5.0,Petrol,2008,76531,42956,"Kramer, Alvarez and Davis"
C14024,12,1.4,Hybrid,1998,182396,2459,Smith-Houston
C14030,9,3.0,Petrol,2005,105405,17609,Little-Mcconnell
C14033,10,1.4,Hybrid,2013,53400,23116,Macdonald Inc
C14037,4,1.0,Petrol,1989,83200,1791,Perez Group
C14045,12,1.0,Petrol,1998,210140,1358,Hancock PLC
C14046,4,1.4,Petrol,2007,75741,7409,Peterson-Ewing
C14050,14,1.6,Diesel,1999,168147,3640,Smith-Houston
C14051,15,1.2,Petrol,1994,150099,1689,Hancock PLC
C14055,14,1.6,Diesel,2006,74167,11937,Wilcox LLC
C14062,6,1.6,Diesel,2005,168508,5124,Gonzales-Morales
C14065,10,1.4,Hybrid,2021,16951,48801,Perez Group
C14066,5,1.6,Diesel,2010,67647,15552,"Bailey, Grant and Carter"
C14068,15,1.6,Diesel,1995,141846,2341,Anderson-Rivas
C14069,4,1.4,Petrol,1992,189556,1115,Allen-Jones
C14074,1,5.0,Petrol,2004,79991,32129,Aguilar LLC
C14075,13,1.8,Petrol,1995,103194,3783,"Wagner, Cobb and Jenkins"
C14077,4,1.2,Diesel,1995,144631,1932,Little-Mcconnell
C14085,11,1.8,Petrol,2002,83574,10090,"Proctor, Villarreal and Hurley"
C14086,6,1.6,Diesel,2019,39546,33524,"Brooks, Thomas and Davis"
C14091,5,1.4,Diesel,1991,297761,589,Adams-Kelly
C14093,13,1.4,Petrol,1986,149444,1277,Gonzales-Morales
C14096,2,2.4,Diesel,2004,128577,9507,"Perez, Gordon and Thomas"
C14101,12,1.2,Hybrid,2011,42611,15400,Aguilar LLC
C14105,15,1.0,Petrol,2011,105054,6811,Brown Inc
C14110,12,1.4,Hybrid,2012,74966,14443,Lucas PLC
C14116,6,1.6,Diesel,2014,44334,23337,Day LLC
C14122,5,2.0,Petrol,2018,37802,34053,"Simmons, Fields and Wolf"
C14126,11,2.0,Hybrid,2022,7137,77197,"Walker, Baxter and Daniel"
C14129,5,1.6,Diesel,1995,223403,1642,Miller-Hoover
C14130,11,1.8,Hybrid,2008,97763,16327,Smith Ltd
C14132,3,2.4,Petrol,1997,226413,2350,"Kramer, Alvarez and Davis"
C14144,15,1.4,Petrol,2016,38382,17588,"Perez, Gordon and Thomas"
C14146,6,1.4,Diesel,2007,92499,9942,Collins and Sons
C14147,5,1.0,Petrol,2022,5279,37639,Peterson-Ewing
C14149,6,1.8,Diesel,2010,132499,10183,Aguilar LLC
C14159,6,1.6,Diesel,2002,93213,7577,Lucas PLC
C14160,12,1.2,Hybrid,1990,179881,1365,Anderson-Rivas
C14161,10,1.8,Hybrid,2016,32018,36436,Schroeder and Sons
C14164,8,2.6,Petrol,2001,152603,12924,Nelson-Miller
C14165,15,1.0,Petrol,1992,287434,395,Warner-Payne
C14166,11,2.0,Hybrid,2015,68540,33639,Smith-Houston
C14169,13,1.8,Petrol,1995,154656,2528,"Kramer, Alvarez and Davis"
C14170,2,3.0,Petrol,2020,21538,60625,Johnson and Sons
C14171,10,1.0,Hybrid,1991,79785,3786,Aguilar LLC
C14173,5,1.4,Diesel,2016,54894,23574,"Proctor, Villarreal and Hurley"
C14175,15,1.4,Petrol,2013,33730,14800,Aguilar LLC
C14181,11,1.8,Hybrid,1989,202303,1965,"Kramer, Alvarez and Davis"
C14182,10,1.4,Hybrid,2003,108259,8124,Wilcox LLC
C14183,13,2.0,Petrol,2008,136497,7347,"Wagner, Cobb and Jenkins"
C14189,6,1.8,Diesel,2013,63025,20580,"Hawkins, Stark and Campos"
C14193,4,1.2,Diesel,1993,215806,919,Gonzales-Morales
C14195,6,1.8,Diesel,2014,58080,22714,Aguilar LLC
C14199,15,1.6,Petrol,1992,173325,1406,"Perez, Gordon and Thomas"
C14201,6,1.4,Diesel,2019,29279,33300,Richard-George
C14204,6,1.6,Petrol,2006,57795,11986,"Wagner, Cobb and Jenkins"
C14207,9,2.6,Diesel,2015,39896,52092,Sandoval Group
C14217,4,1.2,Petrol,2003,119884,3813,Aguilar LLC
C14218,3,2.2,Petrol,2011,48176,23212,Anderson-Rivas
C14223,12,1.0,Petrol,2002,104854,4223,Brown Inc
C14225,3,2.2,Petrol,2013,99394,18764,"Black, Black and Bishop"
C14230,10,1.0,Hybrid,1994,292539,758,Perez Group
C14234,2,2.0,Petrol,1991,255084,1161,Anderson-Rivas
C14238,14,1.4,Diesel,1997,211987,2035,Cruz-Castro
C14239,6,2.0,Diesel,2006,68139,13153,Hancock PLC
C14241,15,1.6,Petrol,1995,130381,2443,"Brooks, Thomas and Davis"
C14262,6,1.4,Diesel,2016,40758,25488,Day LLC
C14274,12,1.0,Petrol,2009,121047,5959,Johnson-Wilkinson
C14277,1,4.4,Petrol,1995,175415,7870,Smith LLC
C14278,12,1.4,Hybrid,1987,199248,1020,"Davis, Guerrero and Vasquez"
C14279,13,1.6,Petrol,2014,59249,17160,Allen-Jones
C14280,4,1.4,Petrol,1999,165448,2185,"Wagner, Cobb and Jenkins"
C14284,12,1.2,Hybrid,1988,183837,1154,"Bailey, Grant and Carter"
C14286,6,1.6,Diesel,2017,50516,27438,Aguilar LLC
C14287,9,2.6,Petrol,2015,54015,45484,Allen-Jones
C14291,6,1.4,Diesel,2010,77626,13477,Cruz-Castro
C14294,4,1.4,Petrol,2008,77433,7828,Nelson-Miller
C14296,13,2.0,Diesel,2003,197995,3296,Anderson-Rivas
C14300,6,1.4,Diesel,2001,109621,5878,Carr-Shaw
C14301,2,2.4,Diesel,2004,70607,14507,Wilson and Sons
C14303,4,1.4,Petrol,2001,166094,2483,Guzman-Logan
